municipality_id;Gebietsname;eligible_voters;retrieved;invalid;valid;FPOE;FPOE_per
30856;Strasshof an der Nordbahn;7505;4763;46;4717;1098;23.27750689
30857;Sulz im Weinviertel;997;722;12;710;123;17.32394366
30858;Untersiebenbrunn;1334;946;11;935;247;26.4171123
30859;Velm-Götzendorf;632;494;8;486;103;21.19341564
30860;Weikendorf;1551;1076;13;1063;220;20.69614299
30863;Zistersdorf;4409;2982;59;2923;510;17.44782757
30865;Weiden an der March;741;534;8;526;77;14.63878327
30900;Gmünd;30485;24207;487;23720;3789;15.97386172
30902;Amaliendorf-Aalfang;919;555;17;538;134;24.9070632
30903;Brand-Nagelberg;1306;870;22;848;124;14.62264151
30904;Eggern;576;409;8;401;88;21.94513716
30906;Eisgarn;553;374;6;368;54;14.67391304
30908;Gmünd;4144;2626;42;2584;416;16.09907121
30909;Großdietmanns;1860;1322;33;1289;206;15.98138092
30910;Bad Großpertholz;1101;697;22;675;100;14.81481481
30912;Großschönau;991;754;12;742;125;16.84636119
30913;Moorbad Harbach;599;427;10;417;77;18.46522782
30915;Haugschlag;387;269;7;262;53;20.22900763
30916;Heidenreichstein;3360;2033;47;1986;317;15.96173212
30917;Hirschbach;496;357;3;354;52;14.68926554
30920;Hoheneich;1200;770;13;757;121;15.98414795
30921;Kirchberg am Walde;1089;771;17;754;126;16.71087533
30925;Litschau;1927;1155;15;1140;180;15.78947368
30929;Reingers;523;374;4;370;61;16.48648649
30932;St. Martin;915;633;18;615;94;15.28455285
30935;Schrems;4457;2841;64;2777;448;16.1325171
30939;Unserfrau-Altweitra;831;606;21;585;86;14.7008547
30940;Waldenstein;999;697;19;678;96;14.15929204
30942;Weitra;2252;1415;21;1394;228;16.35581062
31000;Hollabrunn;41431;33412;576;32836;5076;15.45864295
31001;Alberndorf im Pulkautal;626;426;13;413;76;18.40193705
31008;Göllersdorf;2342;1673;29;1644;262;15.93673966
31009;Grabern;1268;917;18;899;127;14.12680756
31014;Guntersdorf;933;681;12;669;129;19.28251121
31015;Hadres;1434;1094;20;1074;200;18.62197393
31016;Hardegg;1107;841;17;824;112;13.59223301
31018;Haugsdorf;1303;906;27;879;173;19.6814562
31019;Heldenberg;1064;731;13;718;121;16.85236769
31021;Hohenwarth-Mühlbach a.M.;1085;781;12;769;102;13.26397919
31022;Hollabrunn;9183;6029;91;5938;980;16.50387336
31025;Mailberg;479;345;12;333;51;15.31531532
31026;Maissau;1637;1054;11;1043;153;14.66922339
31028;Nappersdorf-Kammersdorf;1014;694;7;687;127;18.48617176
31033;Pernersdorf;853;619;16;603;112;18.57379768
31035;Pulkau;1264;851;20;831;90;10.83032491
31036;Ravelsbach;1328;895;19;876;145;16.55251142
31037;Retz;3531;2158;33;2125;259;12.18823529
31038;Retzbach;838;587;14;573;110;19.19720768
31041;Schrattenthal;729;534;12;522;43;8.237547893
31042;Seefeld-Kadolz;796;542;5;537;100;18.62197393
31043;Sitzendorf an der Schmida;1800;1315;16;1299;165;12.70207852
31051;Wullersdorf;1975;1387;27;1360;251;18.45588235
31052;Zellerndorf;2064;1499;26;1473;241;16.36116768
31053;Ziersdorf;2778;1940;41;1899;298;15.69246972
31100;Horn;25601;20964;336;20628;3099;15.02326934
31101;Altenburg;659;469;6;463;98;21.1663067
31102;Brunn an der Wild;692;512;9;503;76;15.10934394
31103;Burgschleinitz-Kühnring;1135;783;15;768;103;13.41145833
31104;Drosendorf-Zissersdorf;999;709;9;700;129;18.42857143
31105;Eggenburg;2844;1816;40;1776;243;13.68243243
31106;Gars am Kamp;2954;1996;30;1966;352;17.90437436
31107;Geras;1087;775;11;764;123;16.09947644
31109;Horn;5160;3112;49;3063;507;16.55239961
31110;Irnfritz-Messern;1187;865;14;851;157;18.44888367
31111;Japons;599;452;6;446;56;12.55605381
31113;Langau;579;415;6;409;60;14.66992665
31114;Meiseldorf;758;502;4;498;87;17.46987952
31117;Pernegg;602;455;9;446;82;18.38565022
31119;Röhrenbach;443;328;8;320;58;18.125
31120;Röschitz;892;651;12;639;71;11.11111111
31121;Rosenburg-Mold;672;467;8;459;87;18.95424837
31123;St. Bernhard-Frauenhofen;1054;784;12;772;89;11.52849741
31124;Sigmundsherberg;1369;933;20;913;143;15.6626506
31129;Weitersfeld;1311;991;16;975;106;10.87179487
31130;Straning-Grafenberg;605;433;8;425;45;10.58823529
31200;Korneuburg;69958;56797;669;56128;8193;14.59699259
31201;Bisamberg;3666;2482;29;2453;228;9.294741133
31202;Enzersfeld im Weinviertel;1389;991;15;976;125;12.80737705
31203;Ernstbrunn;2594;1752;26;1726;258;14.94785632
31204;Großmugl;1323;963;12;951;150;15.77287066
31205;Großrußbach;1757;1296;25;1271;170;13.37529504
31206;Hagenbrunn;1661;1149;8;1141;191;16.73970202
31207;Harmannsdorf;3225;2339;30;2309;381;16.50064963
31208;Hausleiten;2939;2110;31;2079;352;16.93121693
31213;Korneuburg;9774;6368;75;6293;873;13.87255681
31214;Langenzersdorf;6357;4281;31;4250;501;11.78823529
31215;Leitzersdorf;992;702;14;688;113;16.4244186
31216;Leobendorf;3867;2781;32;2749;342;12.4408876
31224;Rußbach;1136;816;16;800;134;16.75
31226;Sierndorf;3166;2219;19;2200;323;14.68181818
31227;Spillern;1846;1244;16;1228;208;16.93811075
31228;Stetteldorf am Wagram;823;628;9;619;100;16.15508885
31229;Stetten;1067;740;13;727;136;18.70701513
31230;Stockerau;12593;8050;112;7938;1256;15.82262535
31234;Niederhollabrunn;1242;904;11;893;156;17.46920493
31235;Gerasdorf bei Wien;8541;5757;47;5710;1137;19.91243433
31300;Krems Land;46078;38769;668;38101;5980;15.69512611
31301;Aggsbach;536;357;18;339;46;13.56932153
31302;Albrechtsberg an der Großen Krems;862;628;12;616;102;16.55844156
31303;Bergern im Dunkelsteinerwald;1056;792;18;774;138;17.82945736
31304;Dürnstein;700;515;14;501;47;9.381237525
31308;Grafenegg;2460;1837;27;1810;273;15.08287293
31309;Furth bei Göttweig;2335;1651;27;1624;201;12.37684729
31310;Gedersdorf;1757;1335;24;1311;259;19.75591152
31311;Gföhl;3161;2250;60;2190;411;18.76712329
31315;Hadersdorf-Kammern;1608;1179;29;1150;201;17.47826087
31319;Jaidhof;939;721;18;703;109;15.50497866
31321;Krumau am Kamp;637;472;11;461;89;19.30585683
31322;Langenlois;6107;4221;65;4156;778;18.719923
31323;Lengenfeld;1128;902;12;890;153;17.19101124
31324;Lichtenau im Waldviertel;1705;1219;28;1191;215;18.05205709
31326;Maria Laach am Jauerling;759;585;9;576;83;14.40972222
31327;Mautern an der Donau;2862;1940;35;1905;275;14.43569554
31330;Mühldorf;1112;820;18;802;102;12.71820449
31333;Paudorf;2087;1472;16;1456;250;17.17032967
31336;Rastenfeld;1262;926;30;896;182;20.3125
31337;Rohrendorf bei Krems;1622;1244;14;1230;180;14.63414634
31338;Rossatz-Arnsdorf;908;654;9;645;55;8.527131783
31340;St. Leonhard am Hornerwald;913;679;12;667;119;17.84107946
31343;Senftenberg;1590;1128;18;1110;180;16.21621622
31344;Spitz;1321;911;19;892;111;12.44394619
31346;Straß im Straßertale;1349;1001;17;984;164;16.66666667
31347;Stratzing;695;500;1;499;55;11.02204409
31350;Weinzierl am Walde;1050;758;14;744;127;17.06989247
31351;Weißenkirchen in der Wachau;1208;894;17;877;93;10.60433295
31355;Schönberg am Kamp;1538;1128;12;1116;201;18.01075269
31356;Droß;811;608;14;594;127;21.38047138
31400;Lilienfeld;20144;16479;274;16205;2529;15.60629435
31401;Annaberg;424;252;3;249;31;12.4497992
31402;Eschenau;1033;724;14;710;109;15.35211268
31403;Hainfeld;2959;2000;34;1966;332;16.88708037
31404;Hohenberg;1198;828;15;813;103;12.66912669
31405;Kaumberg;831;596;11;585;150;25.64102564
31406;Kleinzell;674;487;7;480;84;17.5
31407;Lilienfeld;2006;1312;21;1291;193;14.94965143
31408;Mitterbach am Erlaufsee;400;252;1;251;34;13.54581673
31409;Ramsau;646;434;9;425;71;16.70588235
31410;Rohrbach an der Gölsen;1260;908;18;890;145;16.29213483
31411;St. Aegyd am Neuwalde;1553;1054;31;1023;142;13.88074291
31412;St. Veit an der Gölsen;3074;2311;44;2267;363;16.01235112
31413;Traisen;2492;1610;30;1580;312;19.74683544
31414;Türnitz;1594;1057;8;1049;176;16.7778837
31500;Melk;61786;50139;930;49209;8727;17.73456075
31502;Artstetten-Pöbring;965;673;8;665;87;13.08270677
31503;Bergland;1531;1089;17;1072;189;17.63059701
31504;Bischofstetten;983;754;7;747;93;12.4497992
31505;Blindenmarkt;1956;1395;24;1371;373;27.20641867
31506;Dorfstetten;475;342;4;338;85;25.14792899
31507;Dunkelsteinerwald;1967;1427;14;1413;317;22.43453645
31508;Erlauf;875;613;8;605;114;18.84297521
31509;Golling an der Erlauf;1180;803;31;772;199;25.77720207
31511;Hofamt Priel;1382;963;17;946;135;14.27061311
31513;Hürm;1487;977;28;949;145;15.27924131
31514;Kilb;2076;1478;28;1450;204;14.06896552
31515;Kirnberg an der Mank;860;679;6;673;114;16.93907875
31516;Klein-Pöchlarn;833;618;14;604;104;17.21854305
31517;Krummnußbaum;1180;804;10;794;138;17.38035264
31519;Leiben;1099;729;14;715;143;20
31520;Loosdorf;3029;1952;35;1917;378;19.71830986
31521;Mank;2565;1743;21;1722;282;16.37630662
31522;Marbach an der Donau;1347;867;29;838;203;24.22434368
31523;Maria Taferl;711;515;12;503;82;16.30218688
31524;Melk;4143;2711;39;2672;437;16.35479042
31525;Münichreith-Laimbach;1356;912;26;886;190;21.44469526
31527;Neumarkt an der Ybbs;1542;1003;17;986;229;23.22515213
31528;Nöchling;828;580;10;570;84;14.73684211
31530;Persenbeug-Gottsdorf;1791;1124;32;1092;216;19.78021978
31531;Petzenkirchen;1046;704;22;682;148;21.70087977
31533;Pöchlarn;3030;1776;44;1732;333;19.22632794
31534;Pöggstall;2000;1366;31;1335;239;17.90262172
31535;Raxendorf;862;668;19;649;126;19.41448382
31537;Ruprechtshofen;1853;1305;28;1277;272;21.29992169
31539;St. Leonhard am Forst;2483;1739;37;1702;400;23.50176263
31540;St. Martin-Karlsbach;1379;972;19;953;163;17.10388248
31541;St. Oswald;908;628;15;613;61;9.951060359
31542;Schönbühel-Aggsbach;834;586;13;573;117;20.41884817
31543;Schollach;806;574;10;564;125;22.16312057
31546;Weiten;901;531;8;523;87;16.63479924
31549;Ybbs an der Donau;4164;2655;43;2612;441;16.88361409
31550;Zelking-Matzleinsdorf;1005;752;10;742;101;13.61185984
31551;Texingtal;1305;952;20;932;109;11.69527897
31552;Yspertal;1640;1032;27;1005;221;21.99004975
31553;Emmersdorf an der Donau;1409;906;16;890;131;14.71910112
31600;Mistelbach;60948;49872;809;49063;8080;16.46862198
31601;Altlichtenwarth;627;422;6;416;87;20.91346154
31603;Asparn an der Zaya;1485;1106;13;1093;217;19.85361391
31604;Bernhardsthal;1303;942;23;919;143;15.56039173
31605;Bockfließ;1047;816;16;800;111;13.875
31606;Drasenhofen;881;605;6;599;126;21.03505843
31608;Falkenstein;404;308;0;308;24;7.792207792
31609;Fallbach;693;479;5;474;57;12.02531646
31611;Gaubitsch;734;560;14;546;77;14.1025641
31612;Gaweinstal;3102;2132;35;2097;442;21.07773009
31613;Gnadendorf;967;658;17;641;80;12.48049922
31614;Großebersdorf;1784;1341;28;1313;218;16.60319878
31615;Großengersdorf;1125;890;19;871;122;14.00688863
31616;Großharras;957;697;16;681;128;18.7958884
31617;Großkrut;1341;1002;16;986;202;20.48681542
31620;Hausbrunn;683;479;5;474;79;16.66666667
31621;Herrnbaumgarten;765;554;9;545;94;17.24770642
31622;Hochleithen;947;676;6;670;97;14.47761194
31627;Kreuttal;1215;855;18;837;120;14.33691756
31628;Kreuzstetten;1252;857;21;836;139;16.62679426
31629;Laa an der Thaya;5099;3524;64;3460;733;21.1849711
31630;Ladendorf;1876;1272;25;1247;207;16.59983962
31633;Mistelbach;9286;6180;100;6080;999;16.43092105
31634;Neudorf im Weinviertel;1162;835;27;808;199;24.62871287
31636;Niederleis;738;517;11;506;93;18.37944664
31642;Pillichsdorf;930;741;12;729;84;11.52263374
31644;Poysdorf;4364;3037;48;2989;494;16.52726664
31645;Rabensburg;860;523;10;513;122;23.78167641
31646;Schrattenberg;668;478;11;467;73;15.63169165
31649;Staatz;1629;1144;22;1122;204;18.18181818
31650;Stronsdorf;1366;1020;15;1005;223;22.18905473
31651;Ulrichskirchen-Schleinbach;2098;1578;24;1554;235;15.12226512
31652;Unterstinkenbrunn;472;336;7;329;54;16.41337386
31653;Wildendürnbach;1276;925;12;913;153;16.75794085
31654;Wilfersdorf;1731;1238;28;1210;234;19.33884298
31655;Wolkersdorf im Weinviertel;5610;3988;59;3929;415;10.56248409
31658;Ottenthal;471;344;5;339;32;9.439528024
31700;Mödling;89802;73480;582;72898;8765;12.02364948
31701;Achau;1066;703;9;694;116;16.71469741
31702;Biedermannsdorf;2444;1709;14;1695;267;15.75221239
31703;Breitenfurt bei Wien;4666;3257;17;3240;336;10.37037037
31704;Brunn am Gebirge;8746;5916;50;5866;748;12.75144903
31706;Gaaden;1302;956;11;945;84;8.888888889
31707;Gießhübl;1749;1182;5;1177;104;8.836023789
31709;Gumpoldskirchen;2892;2024;13;2011;264;13.12779712
31710;Guntramsdorf;6840;4712;54;4658;805;17.28209532
31711;Hennersdorf;1254;944;7;937;143;15.26147279
31712;Hinterbrühl;2946;1949;13;1936;208;10.74380165
31713;Kaltenleutgeben;2588;1793;15;1778;276;15.52305962
31714;Laab im Walde;896;594;7;587;43;7.325383305
31715;Laxenburg;2149;1398;13;1385;146;10.54151625
31716;Maria Enzersdorf;6542;4100;22;4078;371;9.097596861
31717;Mödling;14930;9283;75;9208;1001;10.87098175
31718;Münchendorf;2269;1557;15;1542;253;16.40726329
31719;Perchtoldsdorf;11762;7815;58;7757;802;10.3390486
31723;Vösendorf;5348;3369;41;3328;653;19.62139423
31725;Wiener Neudorf;7163;4822;46;4776;714;14.94974874
31726;Wienerwald;2250;1703;18;1685;274;16.2611276
31800;Neunkirchen;67903;53654;886;52768;10113;19.16502426
31801;Altendorf;285;206;3;203;32;15.7635468
31802;Aspang-Markt;1528;1044;17;1027;184;17.91626095
31803;Aspangberg-St. Peter;1545;1089;23;1066;208;19.51219512
31804;Breitenau;1274;927;10;917;189;20.61068702
31805;Breitenstein;258;152;2;150;34;22.66666667
31806;Buchbach;293;220;5;215;25;11.62790698
31807;Edlitz;746;529;9;520;82;15.76923077
31808;Enzenreith;1593;1119;19;1100;227;20.63636364
31809;Feistritz am Wechsel;870;646;9;637;129;20.25117739
31810;Gloggnitz;4595;3006;44;2962;669;22.58609048
31811;Grafenbach-St. Valentin;1768;1284;29;1255;265;21.11553785
31812;Grimmenstein;1111;776;18;758;138;18.20580475
31813;Grünbach am Schneeberg;1226;825;9;816;144;17.64705882
31814;Kirchberg am Wechsel;2021;1428;29;1399;294;21.01501072
31815;Mönichkirchen;520;334;5;329;61;18.54103343
31817;Natschbach-Loipersbach;1393;964;22;942;189;20.06369427
31818;Neunkirchen;8932;5431;87;5344;1033;19.33008982
31820;Otterthal;486;349;3;346;87;25.14450867
31821;Payerbach;1651;1054;22;1032;203;19.67054264
31823;Pitten;2276;1476;29;1447;288;19.9032481
31825;Prigglitz;359;243;0;243;53;21.81069959
31826;Puchberg am Schneeberg;2229;1568;28;1540;313;20.32467532
31827;Raach am Hochgebirge;240;191;2;189;39;20.63492063
31829;Reichenau an der Rax;2068;1406;21;1385;248;17.90613718
31830;St. Corona am Wechsel;311;207;3;204;53;25.98039216
31831;St. Egyden am Steinfeld;1582;1111;10;1101;221;20.07266122
31832;Scheiblingkirchen-Thernberg;1571;1089;11;1078;169;15.67717996
31833;Schottwien;525;344;14;330;72;21.81818182
31834;Schrattenbach;305;213;5;208;41;19.71153846
31835;Schwarzau am Steinfeld;1539;1075;20;1055;239;22.65402844
31836;Schwarzau im Gebirge;490;354;23;331;79;23.86706949
31837;Seebenstein;1183;795;26;769;165;21.45643693
31838;Semmering;409;242;5;237;48;20.25316456
31839;Ternitz;11346;7631;155;7476;1491;19.94382022
31840;Thomasberg;1041;777;13;764;173;22.64397906
31841;Trattenbach;439;316;10;306;84;27.45098039
31842;Bürg-Vöstenhof;132;106;1;105;23;21.9047619
31843;Warth;1248;934;13;921;141;15.30944625
31844;Wartmannstetten;1346;1070;11;1059;174;16.4305949
31845;Willendorf;784;525;10;515;106;20.58252427
31846;Wimpassing im Schwarzatale;1169;757;14;743;167;22.47644684
31847;Würflach;1303;875;12;863;142;16.45422943
31848;Zöbern;1181;894;11;883;146;16.53454134
31849;Höflein an der Hohen Wand;732;532;7;525;89;16.95238095
31900;Sankt Pölten Land;101697;83201;1257;81944;12642;15.4276091
31901;Altlengbach;2364;1628;22;1606;309;19.24034869
31902;Asperhofen;1722;1215;17;1198;275;22.95492487
31903;Böheimkirchen;3980;2988;68;2920;527;18.04794521
31904;Brand-Laaben;983;666;11;655;132;20.15267176
31905;Eichgraben;3476;2402;29;2373;304;12.81078803
31906;Frankenfels;1599;1253;32;1221;191;15.64291564
31907;Gerersdorf;768;570;12;558;60;10.75268817
31909;Hofstetten-Grünau;2146;1644;32;1612;283;17.55583127
31910;Hafnerbach;1359;1048;16;1032;170;16.47286822
31911;Haunoldstein;916;663;8;655;123;18.77862595
31912;Herzogenburg;5981;3965;54;3911;740;18.92099207
31913;Inzersdorf-Getzersdorf;1244;899;16;883;163;18.45979615
31915;Kapelln;1103;817;13;804;145;18.03482587
31916;Karlstetten;1779;1309;22;1287;227;17.63791764
31917;Kasten bei Böheimkirchen;1123;897;17;880;117;13.29545455
31918;Kirchberg an der Pielach;2624;1884;45;1839;280;15.22566612
31919;Kirchstetten;1768;1140;22;1118;182;16.27906977
31920;Loich;507;357;6;351;59;16.80911681
31921;Maria-Anzbach;2374;1628;22;1606;235;14.63262765
31922;Markersdorf-Haindorf;1621;1228;12;1216;222;18.25657895
31923;Michelbach;717;551;13;538;91;16.91449814
31925;Neidling;1189;882;12;870;114;13.10344828
31926;Neulengbach;6417;4077;52;4025;635;15.77639752
31927;Neustift-Innermanzing;1249;819;12;807;151;18.71127633
31928;Nußdorf ob der Traisen;1474;1122;26;1096;184;16.78832117
31929;Ober-Grafendorf;3602;2599;42;2557;421;16.46460696
31930;Obritzberg-Rust;1872;1382;22;1360;240;17.64705882
31932;Prinzersdorf;1238;837;12;825;131;15.87878788
31934;Pyhra;2812;2050;38;2012;348;17.29622266
31935;Rabenstein an der Pielach;2044;1500;38;1462;242;16.55266758
31938;St. Margarethen an der Sierning;855;625;11;614;87;14.16938111
31939;Schwarzenbach an der Pielach;321;246;3;243;44;18.10699588
31940;Statzendorf;1108;766;16;750;126;16.8
31941;Stössing;653;443;9;434;78;17.97235023
31943;Traismauer;4722;3394;95;3299;643;19.49075477
31945;Weinburg;1140;829;21;808;137;16.95544554
31946;Perschling;1122;835;16;819;169;20.63492063
31947;Wilhelmsburg;5069;3430;44;3386;612;18.0744241
31948;Wölbling;2007;1444;28;1416;237;16.73728814
31949;Gablitz;3769;2366;25;2341;321;13.71208885
31950;Mauerbach;2832;1944;22;1922;206;10.71800208
31951;Pressbaum;5662;3642;38;3604;519;14.40066593
31952;Purkersdorf;6998;4397;53;4344;553;12.73020258
31953;Tullnerbach;2087;1389;12;1377;140;10.16702977
31954;Wolfsgraben;1301;931;12;919;143;15.56039173
32000;Scheibbs;32997;27533;452;27081;3985;14.71511392
32001;Gaming;2500;1713;37;1676;232;13.8424821
32002;Göstling an der Ybbs;1683;1242;12;1230;161;13.08943089
32003;Gresten;1582;1061;19;1042;134;12.85988484
32004;Gresten-Land;1193;873;14;859;112;13.03841676
32005;Lunz am See;1491;1109;20;1089;154;14.14141414
32006;Oberndorf an der Melk;2414;1825;33;1792;287;16.015625
32007;Puchenstuben;235;167;2;165;27;16.36363636
32008;Purgstall an der Erlauf;4274;2969;46;2923;500;17.10571331
32009;Randegg;1517;1166;35;1131;146;12.90893015
32010;Reinsberg;825;636;3;633;88;13.90205371
32011;St. Anton an der Jeßnitz;971;720;20;700;123;17.57142857
32012;St. Georgen an der Leys;1100;822;19;803;152;18.92901619
32013;Scheibbs;3405;2267;26;2241;236;10.53101294
32014;Steinakirchen am Forst;1831;1361;26;1335;166;12.43445693
32015;Wang;1082;836;19;817;153;18.72705018
32016;Wieselburg;2968;1985;31;1954;338;17.29785056
32017;Wieselburg-Land;2681;1952;30;1922;367;19.09469303
32018;Wolfpassing;1245;975;18;957;210;21.94357367
32100;Tulln;78910;64211;795;63416;9227;14.54995585
32101;Absdorf;1608;1124;16;1108;169;15.25270758
32104;Atzenbrugg;2360;1646;21;1625;309;19.01538462
32106;Fels am Wagram;1889;1329;26;1303;234;17.95855718
32107;Grafenwörth;2579;1757;26;1731;315;18.19757366
32109;Großriedenthal;768;597;10;587;73;12.43611584
32110;Großweikersdorf;2628;1914;39;1875;386;20.58666667
32112;Judenau-Baumgarten;1696;1211;23;1188;228;19.19191919
32114;Kirchberg am Wagram;2945;2174;34;2140;344;16.07476636
32115;Königsbrunn am Wagram;1050;782;15;767;118;15.38461538
32116;Königstetten;1870;1382;16;1366;194;14.20204978
32119;Langenrohr;1790;1288;15;1273;254;19.95286724
32120;Michelhausen;2491;1657;39;1618;240;14.83312732
32131;Sieghartskirchen;5760;4135;67;4068;778;19.12487709
32132;Sitzenberg-Reidling;1765;1238;19;1219;245;20.09844135
32134;Tulbing;2405;1707;17;1690;254;15.0295858
32135;Tulln an der Donau;11870;7812;107;7705;1175;15.24983777
32139;Würmla;1135;829;15;814;149;18.3046683
32140;Zeiselmauer-Wolfpassing;1787;1245;23;1222;200;16.36661211
32141;Zwentendorf an der Donau;2971;2126;38;2088;393;18.82183908
32142;St. Andrä-Wördern;6036;4131;44;4087;605;14.80303401
32143;Muckendorf-Wipfing;1311;927;9;918;169;18.40958606
32144;Klosterneuburg;20196;13708;118;13590;1371;10.08830022
32200;Waidhofen an der Thaya;21927;17542;330;17212;3175;18.44643272
32202;Dietmanns;922;593;7;586;171;29.18088737
32203;Dobersberg;1331;913;10;903;159;17.60797342
32206;Gastern;1039;766;12;754;146;19.36339523
32207;Groß-Siegharts;2318;1365;34;1331;299;22.46431255
32209;Karlstein an der Thaya;1215;877;16;861;175;20.32520325
32210;Kautzen;944;672;11;661;121;18.30559758
32212;Ludweis-Aigen;762;530;10;520;70;13.46153846
32214;Pfaffenschlag bei Waidhofen a.d.Thaya;780;564;8;556;130;23.38129496
32216;Raabs an der Thaya;2300;1557;37;1520;215;14.14473684
32217;Thaya;1164;799;11;788;189;23.98477157
32219;Vitis;2224;1556;44;1512;257;16.9973545
32220;Waidhofen an der Thaya;4599;2847;57;2790;547;19.60573477
32221;Waidhofen an der Thaya-Land;1056;727;19;708;154;21.75141243
32222;Waldkirchen an der Thaya;457;342;5;337;45;13.35311573
32223;Windigsteig;816;575;11;564;98;17.37588652
32300;Wiener Neustadt Land;60568;48331;725;47606;9482;19.91765744
32301;Bad Fischau-Brunn;2651;1923;16;1907;313;16.41321447
32302;Bad Schönau;604;425;6;419;99;23.62768496
32304;Ebenfurth;2130;1300;21;1279;265;20.71931196
32305;Eggendorf;3724;2530;38;2492;646;25.92295345
32306;Bad Erlach;2513;1724;34;1690;320;18.93491124
32307;Felixdorf;3231;2151;26;2125;413;19.43529412
32308;Gutenstein;1030;675;11;664;128;19.27710843
32309;Hochneukirchen-Gschaidt;1398;1074;21;1053;221;20.98765432
32310;Hochwolkersdorf;848;640;7;633;96;15.16587678
32311;Hohe Wand;1128;794;7;787;148;18.80559085
32312;Hollenthon;820;660;23;637;120;18.83830455
32313;Katzelsdorf;2594;1812;21;1791;302;16.86208822
32314;Kirchschlag in der Buckligen Welt;2329;1784;35;1749;296;16.92395655
32315;Krumbach;1873;1432;23;1409;259;18.38183109
32316;Lanzenkirchen;3108;2192;42;2150;495;23.02325581
32317;Lichtenegg;870;631;25;606;80;13.20132013
32318;Lichtenwörth;2164;1439;17;1422;321;22.57383966
32319;Markt Piesting;2226;1560;20;1540;286;18.57142857
32320;Matzendorf-Hölles;1658;1150;20;1130;255;22.56637168
32321;Miesenbach;553;406;3;403;78;19.35483871
32322;Muggendorf;427;336;9;327;62;18.96024465
32323;Pernitz;1916;1299;20;1279;277;21.65754496
32324;Rohr im Gebirge;368;259;6;253;42;16.60079051
32325;Bromberg;956;713;12;701;121;17.26105563
32326;Schwarzenbach;773;594;13;581;102;17.55593804
32327;Sollenau;3876;2566;28;2538;639;25.17730496
32330;Theresienfeld;2452;1612;20;1592;369;23.17839196
32331;Waidmannsfeld;1252;885;20;865;140;16.1849711
32332;Waldegg;1498;1017;13;1004;179;17.82868526
32333;Walpersbach;916;676;16;660;105;15.90909091
32334;Weikersdorf am Steinfelde;866;667;7;660;143;21.66666667
32335;Wiesmath;1251;960;19;941;184;19.55366631
32336;Winzendorf-Muthmannsdorf;1509;1004;14;990;182;18.38383838
32337;Wöllersdorf-Steinabrückl;3420;2202;29;2173;595;27.38150023
32338;Zillingdorf;1636;1179;15;1164;262;22.50859107
32500;Zwettl;35413;29412;579;28833;4852;16.82794021
32501;Allentsteig;1563;1032;22;1010;240;23.76237624
32502;Arbesbach;1369;1032;33;999;148;14.81481481
32503;Bärnkopf;304;240;4;236;41;17.37288136
32504;Echsenbach;1031;764;9;755;126;16.68874172
32505;Göpfritz an der Wild;1539;1109;19;1090;246;22.56880734
32506;Grafenschlag;704;527;15;512;88;17.1875
32508;Groß Gerungs;3735;2743;66;2677;437;16.32424356
32509;Großgöttfritz;1150;871;15;856;211;24.64953271
32511;Gutenbrunn;442;327;7;320;55;17.1875
32514;Kirchschlag;536;406;8;398;88;22.11055276
32515;Kottes-Purk;1222;860;23;837;125;14.93428913
32516;Langschlag;1434;1051;33;1018;203;19.9410609
32517;Martinsberg;907;655;14;641;118;18.40873635
32518;Ottenschlag;843;607;13;594;119;20.03367003
32519;Altmelon;714;547;11;536;120;22.3880597
32520;Pölla;773;540;11;529;132;24.95274102
32521;Rappottenstein;1430;1023;27;996;169;16.96787149
32522;Sallingberg;1053;746;16;730;149;20.4109589
32523;Schönbach;667;494;12;482;80;16.59751037
32524;Schwarzenau;1267;935;16;919;152;16.53971708
32525;Schweiggers;1640;1236;13;1223;209;17.0891251
32528;Bad Traunstein;833;625;8;617;90;14.58670989
32529;Waldhausen;1005;741;10;731;123;16.82626539
32530;Zwettl-Niederösterreich;9252;6214;124;6090;860;14.12151067
40000;Oberösterreich;1104436;858039;12943;845096;147873;17.4977754
40100;Linz Stadt;138154;97157;957;96200;13464;13.995842
40101;Linz;138154;73739;800;72939;11252;15.42658934
40200;Steyr Stadt;27006;19588;243;19345;3300;17.05867149
40201;Steyr;27006;16521;226;16295;2959;18.15894446
40300;Wels Stadt;39157;27272;369;26903;5322;19.78218043
40301;Wels;39157;22631;342;22289;4636;20.79949751
40400;Braunau am Inn;76045;55816;865;54951;11462;20.8585831
40401;Altheim;3770;2356;42;2314;599;25.88591184
40402;Aspach;1998;1176;16;1160;293;25.25862069
